Segment,Sex,#,city,run_frequency,where_run_1,where_run_2,where_run_3,where_run_4,running_experience,why_run_1,why_run_2,why_run_3,why_run_4,why_run_5,why_run_6,why_run_7,why_run_8,why_run_9,why_run_10,why_run_11,why_run_12,why_run_13,why_run_14,why_run_15,interest_buy_shoes_1,interest_buy_shoes_2,interest_buy_shoes_3,interest_buy_shoes_4,interest_buy_shoes_5,interest_buy_shoes_6,type_shoes,three_words_1,three_words_2,three_words_3,expected_spending,difference_easy_to_tell,difference_running_shoes_trainers_1,difference_running_shoes_trainers_2,difference_running_shoes_trainers_3,difference_running_shoes_trainers_4,difference_running_shoes_trainers_5,difference_running_shoes_trainers_6,difference_running_shoes_trainers_7,difference_running_shoes_trainers_8,confidence_right_shoes,more_confident_if_1,more_confident_if_2,more_confident_if_3,more_confident_if_4,more_confident_if_5,more_confident_if_6,more_confident_if_7,more_confident_if_8,more_confident_if_9,more_confident_if_10,know_which_features, most_important_choosing_1, most_important_choosing_2, most_important_choosing_3, most_important_choosing_4, most_important_choosing_5, most_important_choosing_6, most_important_choosing_7, most_important_choosing_8, most_important_choosing_9, most_important_choosing_10, most_important_choosing_11,too_expensive,is_a_hassle,need_expert_advice,benefits_over_trainers,thanks,Score,Start Date (UTC),Submit Date (UTC),Network ID
Mature Family,Male,h2g47q7bo873b8rx0h2g47q7rqs9qohn,Suresnes,5 times a week or more,Sports Hall,Road,Trail,Track,Advanced,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,,,,I want to race.,,,Running Shoes,Comfort,Dynamic,Stability,Between 150 and 200 €,Totally Agree,,,,,,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,,,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,I knew they were the most comfortable / provided the best footwear,,,,Totally Agree,,Protection against injuries,,Shock absorption,,,Bounce and cushioning,,,,,Disagree,Disagree,Totally Agree,Totally Agree,1,0,25/02/2020 18:57,25/02/2020 19:02,5120764c19
Mature Family,Male,azwx82jhi06tmadi3azwx82jhd28avxk,Bordeaux,1 to 2 times per week,,Road,Trail,Track,Intermediate,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,,This helps me to improve my sex life.,"This helps me to focus on my diet, my nutrition and my hydration.",This helps me feel confident (e) and stronger (e).,,This helps me to improve my physical appearance.,,,I love discovering new environments.,,,,I like to improve myself and learn new skills.,"I want to improve my performance (eg. Speed, distance, endurance).",I plan to run more often.,I need to replace old shoes.,I want to race.,,,Running Shoes,Light,Effective,Cushioned,Between 150 and 200 €,Agree,Design / Style,,,Technology,Footwear / Comfort,,,,Agree,,I knew they were good value for money,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,,,,,Agree,,,,Shock absorption,Lightness,,Bounce and cushioning,,,,,Neither agree nor disagree,Agree,Agree,Totally Agree,1,0,25/02/2020 18:50,25/02/2020 19:01,6887f8847e
Mature Family,Male,rr3ln31kccajn936tyrr3ln3bx9o1csn,Marseilles,5 times a week or more,,Road,,,Advanced,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,I like to measure myself against others.,This helps me to improve my sex life.,"This helps me to focus on my diet, my nutrition and my hydration.",,,This helps me to improve my physical appearance.,,,,,,,,"I want to improve my performance (eg. Speed, distance, endurance).",,,,,,Running Shoes,Medio,Foot,Dynamism,Between 100 and 150 €,Totally Agree,,,,Technology,Footwear / Comfort,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,,I knew they were good value for money,,I had a positive shopping experience this brand in the past,,,,,I knew they were best suited to help me achieve my goals,,Totally Agree,,,,,Lightness,,Bounce and cushioning,,,Adaptation to a given surface (eg. Track rather than road),,Totally Agree,Disagree,Neither agree nor disagree,Totally Agree,1,0,25/02/2020 18:55,25/02/2020 18:59,f66fc12c4f
Mature Family,Male,soonp69yqlmuqsoonff4fansiz1zexwq,Agen,1 to 2 times per week,,Road,Trail,,Intermediate,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,,,,,,,,,,,,,,,,I need to replace old shoes.,,,,Running Shoes,Resistant,Cushioned,Comfort,Between 150 and 200 €,Totally Agree,,,,Technology,Footwear / Comfort,,,,Neither agree nor disagree,,,,,It was clear that they corresponded best to my needs,,I knew they were the most comfortable / provided the best footwear,,I knew they were best suited to help me achieve my goals,,Agree,,,Durability,,,,Bounce and cushioning,,Fit and comfort,,,Neither agree nor disagree,Agree,Neither agree nor disagree,Totally Agree,1,0,25/02/2020 18:48,25/02/2020 18:53,7753f60093
Mature Family,Male,50ap8bfxt55qizss9wtjs50ap598p53w,Le Havre,1 to 2 times per week,,Road,,,Beginner,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,,,I need to replace old shoes.,,,,Running Shoes,Comfort,Cushioning,Maintenance,Between 100 and 150 €,Neither agree nor disagree,Design / Style,Color pallet,,Technology,Footwear / Comfort,,,,Neither agree nor disagree,,I knew they were good value for money,,,It was clear that they corresponded best to my needs,,I knew they were the most comfortable / provided the best footwear,,,,Neither agree nor disagree,,,,Shock absorption,,,Bounce and cushioning,,Fit and comfort,,,Neither agree nor disagree,Agree,Agree,Agree,0,0,25/02/2020 18:47,25/02/2020 18:53,b62d8e6373
Mature Family,Male,1vx1odxrdkkv88abd46r1vx1odf3gmxq,Saclas,3 to 4 times a week,,Road,,,Advanced,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,,,I need to replace old shoes.,,,,Running Shoes,Cushioning,,,Between 100 and 150 €,Totally Agree,,,,Technology,Footwear / Comfort,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,,I knew they were good value for money,,,It was clear that they corresponded best to my needs,,,,I knew they were best suited to help me achieve my goals,,Totally Agree,,,,Shock absorption,,,Bounce and cushioning,,Fit and comfort,,,Neither agree nor disagree,Neither agree nor disagree,Disagree,Totally Agree,1,0,25/02/2020 18:47,25/02/2020 18:50,7f8b117f7c
Mature Family,Male,i987bh3ey82426zlami987bqq16c1y8q,doves,3 to 4 times a week,,Road,Trail,,Intermediate,It helps me keep my mind and body in shape.,,,,,This helps me feel confident (e) and stronger (e).,,,,,,,,,I like to improve myself and learn new skills.,,I plan to run more often.,,,,,Running Shoes,Comfortable,Cushioned,Legere,Between 150 and 200 €,Totally Agree,Design / Style,,,,,,,,Neither agree nor disagree,,,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,I knew they were the most comfortable / provided the best footwear,,,,Neither agree nor disagree,,,,Shock absorption,Lightness,,Bounce and cushioning,,,,,Neither agree nor disagree,Disagree,Agree,Agree,1,0,25/02/2020 18:44,25/02/2020 18:50,80c11aab78
Mature Family,Male,cykldjnzn192hcqucykldjb43jibop33,VALDOIE,1 to 2 times per week,,Road,,,Intermediate,,,,,,,,This helps me to improve my physical appearance.,,,,,,,,,,,,"I set myself a goal of health, eg. losing weight.",,Running Shoes,Lightweight,Cushioned,Comfort,Between 50 and 100 €,Agree,Design / Style,,,,,,,,Agree,,,,I had a positive shopping experience this brand in the past,,I had seen advertising / promotions / consumer reviews,I knew they were the most comfortable / provided the best footwear,,,,Agree,Color / Design,,,,,,Bounce and cushioning,,,Adaptation to a given surface (eg. Track rather than road),,Agree,Agree,Agree,Agree,1,0,25/02/2020 18:39,25/02/2020 18:46,6912dc6018
Mature Family,Male,qixsz08rr9fp0qv4uqixsz08n7luqj95,Perpignan,3 to 4 times a week,,,Trail,,Advanced,,,,,,,,,,,,,,,I like to improve myself and learn new skills.,"I want to improve my performance (eg. Speed, distance, endurance).",,,,,,Running Shoes,Low,Drop,Cushioning,Between 100 and 150 €,Agree,Design / Style,,,Technology,Footwear / Comfort,,,,Neither agree nor disagree,,,I knew other people like me had bought them,,,,I knew they were the most comfortable / provided the best footwear,,I knew they were best suited to help me achieve my goals,,Neither agree nor disagree,,,,,,Maintenance / anti-pronation,Bounce and cushioning,Price,,,,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,1,0,25/02/2020 18:40,25/02/2020 18:45,361265ee77
Mature Family,Male,12733gcs3it8uxqsd1273fccodv3bat5,Arras,1 to 2 times per week,Sports Hall,Road,Trail,,Intermediate,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,I like to improve myself and learn new skills.,"I want to improve my performance (eg. Speed, distance, endurance).",,I need to replace old shoes.,,,,Running Shoes,Maintaining,Flexibility,Weight,Between 150 and 200 €,Neither agree nor disagree,,,Durability,Technology,Footwear / Comfort,Price,"Benefits (eg. Speed, movement and comfort)",,Neither agree nor disagree,,,,I had a positive shopping experience this brand in the past,,,I knew they were the most comfortable / provided the best footwear,,I knew they were best suited to help me achieve my goals,,Neither agree nor disagree,,,,,Lightness,,Bounce and cushioning,,,Adaptation to a given surface (eg. Track rather than road),,Neither agree nor disagree,Neither agree nor disagree,Totally Agree,Neither agree nor disagree,1,0,25/02/2020 18:39,25/02/2020 18:43,028584938f
Mature Family,Male,5p30lme0nw96dwjyoso5p30f7x3okiwj,Arras,3 to 4 times a week,,Road,,,Intermediate,It helps me keep my mind and body in shape.,,,,,,,,,,,,,,,,,I need to replace old shoes.,,,,Running Shoes,Cheap,Comfortable,,Between 50 and 100 €,Totally Agree,,,,Technology,,,,,Agree,,I knew they were good value for money,,,,,I knew they were the most comfortable / provided the best footwear,,I knew they were best suited to help me achieve my goals,,Neither agree nor disagree,,,,Shock absorption,,Maintenance / anti-pronation,Bounce and cushioning,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,0,0,25/02/2020 18:38,25/02/2020 18:42,6a7a30b701
Mature Family,Male,l78t4y0zfakjw684t0l78t3to1j3n1aw,Angers,3 to 4 times a week,,Road,Trail,Track,Advanced,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,I like to measure myself against others.,,,This helps me feel confident (e) and stronger (e).,,,,,I love discovering new environments.,,,,I like to improve myself and learn new skills.,"I want to improve my performance (eg. Speed, distance, endurance).",,I need to replace old shoes.,,,,Running Shoes,Natural,Dynamism,Made,Between 150 and 200 €,Totally Agree,,,,Technology,Footwear / Comfort,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,I saw a respected professional adopt the,,I knew other people like me had bought them,,It was clear that they corresponded best to my needs,,,,,,Totally Agree,,,,,,Maintenance / anti-pronation,Bounce and cushioning,,Fit and comfort,,,Agree,Neither agree nor disagree,Neither agree nor disagree,Totally Agree,1,0,25/02/2020 18:37,25/02/2020 18:42,fe429a133f
Mature Family,Male,jk0swzdgymzkcywuyjk0swdivfbafepk,Le luc en provence,5 times a week or more,,Road,Trail,Track,Advanced,It helps me keep my mind and body in shape.,,,,"This helps me to focus on my diet, my nutrition and my hydration.",This helps me feel confident (e) and stronger (e).,,This helps me to improve my physical appearance.,This helps me to spend time with my kids or show them an example.,,,,,,,,,I need to replace old shoes.,,"I set myself a goal of health, eg. losing weight.",,Running Shoes,Damped,Lightness,Efficiency,Between 150 and 200 €,Totally Agree,,,,Technology,Footwear / Comfort,,"Benefits (eg. Speed, movement and comfort)",,Neither agree nor disagree,I saw a respected professional adopt the,I knew they were good value for money,,,,,,,I knew they were best suited to help me achieve my goals,,Totally Agree,,,,,Lightness,,Bounce and cushioning,,Fit and comfort,,,Totally Agree,Totally Agree,Totally Agree,Totally Agree,1,0,25/02/2020 18:36,25/02/2020 18:41,81043fb8bc
Mature Family,Male,f1pgxra1ho4l0fpstf1pglynhaumk6jn,La Rochelle,3 to 4 times a week,,Road,Trail,,Intermediate,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,,,,,,This helps me to improve my physical appearance.,,,,,,,,"I want to improve my performance (eg. Speed, distance, endurance).",,I need to replace old shoes.,,,,Running Shoes,Lightweight,Comfortable,Maintaining,Between 150 and 200 €,Agree,,,,Technology,,,,,Neither agree nor disagree,I saw a respected professional adopt the,,,,It was clear that they corresponded best to my needs,,I knew they were the most comfortable / provided the best footwear,,,,Neither agree nor disagree,,Protection against injuries,,Shock absorption,,,,,Fit and comfort,,,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,1,0,25/02/2020 18:32,25/02/2020 18:37,0c22f82cc3
Mature Family,Male,4nyetl2spq3qxh498jdd4ppdbsbnvznx,Tours,5 times a week or more,,Road,,,Advanced,It helps me keep my mind and body in shape.,,I like to measure myself against others.,,,,,,,,,,,,,,,,I want to race.,,,Running Shoes,Comfort,Lightweight,Cushioning,Between 150 and 200 €,Totally Agree,,,,Technology,,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,I saw a respected professional adopt the,,,,It was clear that they corresponded best to my needs,I had seen advertising / promotions / consumer reviews,,,,,Totally Agree,,,,Shock absorption,,Maintenance / anti-pronation,Bounce and cushioning,,,,,Disagree,Neither agree nor disagree,Agree,Agree,1,0,25/02/2020 18:31,25/02/2020 18:37,bfdc38f2ae
Mature Family,Male,lx6hnpz9aowwzn3ox9tlx6hnpzggzxa9,Marseilles,3 to 4 times a week,Sports Hall,,,,Intermediate,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,,,,,,This helps me to improve my physical appearance.,,,,,,,,"I want to improve my performance (eg. Speed, distance, endurance).",,I need to replace old shoes.,,,,Running Shoes,Cushioning,Rear,,Between 50 and 100 €,Neither agree nor disagree,,,,Technology,Footwear / Comfort,,,,Agree,,,,I had a positive shopping experience this brand in the past,,,I knew they were the most comfortable / provided the best footwear,,I knew they were best suited to help me achieve my goals,,Agree,,Protection against injuries,,Shock absorption,,,,,Fit and comfort,,,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,0,0,25/02/2020 18:29,25/02/2020 18:34,3c3a57e9b8
Mature Family,Male,dxccvnsylv4u1v1tdxccjjhcsi1jvaow,Gap,3 to 4 times a week,,Road,Trail,,Intermediate,,,,,"This helps me to focus on my diet, my nutrition and my hydration.",This helps me feel confident (e) and stronger (e).,,,,,,,,,,"I want to improve my performance (eg. Speed, distance, endurance).",,I need to replace old shoes.,I want to race.,,,Running Shoes,Comfort,Lightness,And,Between 150 and 200 €,Totally Agree,,,,Technology,,,"Benefits (eg. Speed, movement and comfort)",,Totally Agree,,,,I had a positive shopping experience this brand in the past,,I had seen advertising / promotions / consumer reviews,,,I knew they were best suited to help me achieve my goals,,Totally Agree,,,,Shock absorption,Lightness,,,,Fit and comfort,,,Neither agree nor disagree,Disagree,Neither agree nor disagree,Totally Agree,1,0,25/02/2020 18:30,25/02/2020 18:34,fd3b9091d5
Mature Family,Male,2nhbu296ahgjw3n3l2nhbu4awtcdpncm,Lyon,3 to 4 times a week,,Road,Trail,,Advanced,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,,,,This helps me feel confident (e) and stronger (e).,,This helps me to improve my physical appearance.,This helps me to spend time with my kids or show them an example.,,,,,,,,I plan to run more often.,I need to replace old shoes.,,,,Running Shoes,Lightly,Damped,Stable,Between 100 and 150 €,Totally Agree,,,,Technology,,,"Benefits (eg. Speed, movement and comfort)",,Agree,,,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,I knew they were the most comfortable / provided the best footwear,,,,Agree,,,,Shock absorption,Lightness,Maintenance / anti-pronation,,,,,,Agree,Agree,Totally Agree,Agree,1,0,25/02/2020 18:29,25/02/2020 18:34,2a06e2b5ee
Mature Family,Male,6kqcb1sdyozu56kq0ukcstti50boopds,Brest,3 to 4 times a week,,Road,Trail,,Intermediate,It helps me keep my mind and body in shape.,,I like to measure myself against others.,,,This helps me feel confident (e) and stronger (e).,,,,,,,,,I like to improve myself and learn new skills.,,,I need to replace old shoes.,,,,Sport shoes,Dynamic,Cheap,Comfort,Between 100 and 150 €,Totally Agree,,,,Technology,,Price,"Benefits (eg. Speed, movement and comfort)",,Agree,,I knew they were good value for money,,,It was clear that they corresponded best to my needs,I had seen advertising / promotions / consumer reviews,,,,,Totally Agree,,,,Shock absorption,,,,Price,Fit and comfort,,,Neither agree nor disagree,Disagree,Agree,Agree,1,0,25/02/2020 18:27,25/02/2020 18:32,984d4bf37e
Mature Family,Male,bhidzmt9dvteso768baqtbhidzsfyyja,Biarritz,3 to 4 times a week,,Road,,Track,Advanced,It helps me keep my mind and body in shape.,This helps me to avoid getting sick and staying healthy.,,,,This helps me feel confident (e) and stronger (e).,,This helps me to improve my physical appearance.,,,I love discovering new environments.,,,,,"I want to improve my performance (eg. Speed, distance, endurance).",,,,,,Running Shoes,Light,Responsive,Cushioning,Between 150 and 200 €,Totally Agree,,,,Technology,Footwear / Comfort,,"Benefits (eg. Speed, movement and comfort)",,Agree,,,,I had a positive shopping experience this brand in the past,It was clear that they corresponded best to my needs,,,,I knew they were best suited to help me achieve my goals,,Totally Agree,,Protection against injuries,,,Lightness,,Bounce and cushioning,,,,,Agree,Agree,Agree,Totally Agree,1,0,25/02/2020 18:24,25/02/2020 18:31,82d2aa6452
